WO_NO,EQP_TAG,DETC_DT,STRT_DT,END_DT,MNT_TYPE,FAIL_MODE,DOWN_MIN,PART_CHG,WRKR_ID,WRK_TEAM,REMARK
WO-2024-01697,P1-CC1-PMP02,2024-10-21 11:23,2024-10-21 11:50,2024-10-21 16:19,TBM,,205,N,MT-1019,MT-D,계획 점검 수행
WO-2024-01698,P1-SP1-CLR01,2024-10-21 19:59,2024-10-21 22:36,2024-10-22 00:24,TBM,,70,N,MT-1009,MT-B,"1호기 재발, 계획 점검 수행"
WO-2024-01699,P1-BF2-BFR01,2024-10-22 06:33,2024-10-22 08:01,2024-10-22 12:24,TBM,ELE,262,N,MT-1001,MT-A,ELE 이상
WO-2024-01700,P1-SP2-EXF01,2024-10-21 23:20,2024-10-22 02:23,2024-10-22 05:24,TBM,,0,N,MT-1008,MT-B,순회점검 후속
WO-2024-01701,P1-SP2-EXF01,2024-10-22 07:49,2024-10-22 09:37,2024-10-22 13:38,BM,UNB,240,N,MT-1002,MT-A,진동 상승
WO-2024-01702,P1-SP1-AGT01,2024-10-22 14:14,2024-10-27 07:59,2024-10-27 11:20,CBM,LUB,201,N,MT-1003,MT-A,급유 불량
WO-2024-01703,P1-SM1-LFR01,2024-10-22 22:23,2024-10-23 03:23,2024-10-23 06:28,BM,,155,N,MT-1014,MT-C,
WO-2024-01704,P1-CR1-WLD01,2024-10-22 23:17,2024-10-22 23:49,2024-10-23 04:48,BM,SEL,205,Y,MT-1018,MT-C,
WO-2024-01705,P1-CC2-SCC01,2024-10-23 06:45,2024-10-23 10:21,2024-10-23 14:10,TBM,,228,N,MT-1012,MT-B,  순회점검 후속 
WO-2024-01706,P1-CC2-SEG02,2024-10-23 07:48,2024-10-23 09:54,2024-10-23 11:08,BM,WER,73,N,MT-1007,MT-B,"2호기 재발, 표면 마모 확인"
WO-2024-01707,P1-SP2-AGT01,2024-10-23 10:48,2024-10-23 11:07,2024-10-23 16:50,BM,ETC,230,N,MT-1012,MT-B,특이사항
WO-2024-01708,P1-CC1-PMP01,2024-10-23 11:26,2024-10-27 04:45,2024-10-27 12:17,CBM,LUB,155,Y,MT-1010,MT-B,오일 레벨 저하
WO-2024-01709,P1-CC2-TUN01,2024-10-23 14:07,2024-10-23 15:59,2024-10-23 17:55,TBM,,0,N,MT-1012,MT-B,정기점검 실시
WO-2024-01710,P1-SM1-BOF01,2024-10-23 14:58,2024-10-23 19:47,2024-10-23 21:04,BM,MAL,50,N,MT-1007,MT-B,동작 불량
WO-2024-01711,P1-SP2-SNM01,2024-10-23 15:02,2024-10-23 18:47,2024-10-24 03:31,BM,ELE,523,N,MT-1011,MT-B,인버터 알람
WO-2024-01712,P1-CC2-SEG01,2024-10-23 15:28,2024-10-23 18:33,2024-10-23 19:36,TBM,,62,N,MT-1011,MT-B,"1호기 재발, 점검 이상없음"
WO-2024-01713,P1-CC2-PMP02,2024-10-23 21:04,2024-10-23 21:59,2024-10-23 23:10,TBM,,71,N,MT-1022,MT-D,TBM 점검
WO-2024-01714,P1-SM1-RHD01,2024-10-23 22:05,2024-10-24 00:58,2024-10-24 03:19,TBM,,141,N,MT-1022,MT-D,순회점검 후속
WO-2024-01715,P1-CR1-INS01,2024-10-24 02:28,2024-10-24 05:37,2024-10-24 07:38,TBM,,55,N,MT-1001,MT-A,
WO-2024-01716,P1-BF2-HSV03,2024-10-24 06:00,2024-10-24 09:55,2024-10-24 12:57,TBM,,85,N,MT-1018,MT-C,정기점검 - 이상없음
WO-2024-01717,P1-SP1-AGT01-MTR,2024-10-24 23:17,2024-10-29 01:57,2024-10-29 07:15,CBM,LUB,317,N,MT-1002,MT-A,누유 확인
WO-2024-01718,P1-CC2-SEG04,2024-10-25 07:02,2024-10-25 07:22,2024-10-25 10:07,TBM,,0,N,MT-1023,MT-D,
WO-2024-01719,P1-SM1-BOF01,2024-10-25 22:35,2024-10-25 23:13,2024-10-26 04:03,TBM,,290,N,MT-1007,MT-B,
WO-2024-01720,P1-SP2-AGT01,2024-10-26 06:07,2024-10-26 06:43,2024-10-26 08:26,TBM,,103,N,MT-1004,MT-A,순회점검 후속
WO-2024-01721,P1-SP1-SNM01,2024-10-26 06:21,2024-10-26 07:05,2024-10-26 16:58,BM,,592,N,MT-1003,MT-A,현상 재현 안됨
WO-2024-01722,P1-CC1-SEG03,2024-10-26 06:30,2024-10-26 08:44,2024-10-26 12:21,TBM,,155,N,MT-1003,MT-A,정기점검 - 이상없음
WO-2024-01723,P1-CR1-TCM01,2024-10-26 15:59,2024-11-03 18:10,2024-11-03 21:49,CBM,,219,Y,MT-1004,MT-A,현상 재현 안됨
WO-2024-01724,P1-BF2-BLW01,2024-10-26 22:54,2024-10-26 22:55,2024-10-26 23:51,TBM,,56,N,MT-1014,MT-C,계획 점검 수행
WO-2024-01725,P1-SP2-DCF01,2024-10-26 23:24,2024-10-27 01:49,2024-10-27 06:00,TBM,,0,N,MT-1013,MT-C,정기점검 - 이상없음
WO-2024-01726,P1-SP2-BCV03,2024-10-26 23:17,2024-10-27 04:34,2024-10-27 08:07,BM,ETC,212,N,MT-1015,MT-C,현상 재현 안됨
WO-2024-01727,P1-CC2-LDT01,2024-10-27 07:25,2024-10-27 08:49,2024-10-27 13:43,TBM,,294,N,MT-1007,MT-B,  순회점검 후속 
WO-2024-01728,P1-CC1-SEG04,2024-10-27 06:10,2024-10-27 10:16,2024-10-27 18:36,BM,ETC,500,Y,MT-1008,MT-B,  확인 중 
WO-2024-01729,P1-CR1-PMP01,2024-10-27 14:19,2024-10-27 17:56,2024-10-27 18:49,TBM,,53,N,MT-1009,MT-B,
WO-2024-01730,P1-CC2-EMS01,2024-10-27 14:52,2024-10-27 15:47,2024-10-27 19:37,TBM,,0,N,MT-1011,MT-B,점검 이상없음
WO-2024-01731,P1-CR1-TCM01,2024-10-27 15:12,2024-10-27 18:33,2024-10-27 20:29,BM,WER,115,N,MT-1012,MT-B,"  1호기 재발, 마모량 초과 "
WO-2024-01732,P1-SM1-LFR01,2024-10-27 23:42,2024-10-28 00:56,2024-10-28 04:10,TBM,,194,N,MT-1024,MT-D,정기점검 실시
WO-2024-01733,P1-BF2-BLW01,2024-10-28 06:10,2024-10-28 06:34,2024-10-28 10:45,BM,ELE,250,N,MT-1014,MT-C,"1호기 재발, 인버터 알람"
WO-2024-01734,P1-SP2-IGF01,2024-10-29 07:36,2024-10-29 10:22,2024-10-29 12:25,BM,WER,122,N,MT-1019,MT-D,
WO-2024-01735,P1-CR1-RCL01,2024-10-29 10:00,2024-10-29 14:11,2024-10-29 18:54,BM,BRG,282,N,MT-1023,MT-D,BRG 이음
WO-2024-01736,P1-BF1-HSV03,2024-10-29 15:03,2024-10-29 18:45,2024-10-30 16:56,BM,ETC,470,Y,MT-1023,MT-D,확인 중
WO-2024-01737,P1-BF1-PCI01,2024-10-30 05:20,2024-10-30 09:14,2024-10-30 16:35,BM,WER,441,N,MT-1016,MT-C,"  1호기 재발, 라이너 마모 "
WO-2024-01738,P1-SP2-EXF01,2024-10-30 07:41,2024-11-06 06:43,2024-11-06 15:16,CBM,UNB,512,Y,MT-1001,MT-A,회전체 밸런스 불량
WO-2024-01739,P1-SP2-BCV03,2024-10-30 15:58,2024-10-30 18:53,2024-10-30 20:46,BM,,70,N,MT-1005,MT-A,확인 중
WO-2024-01740,P1-SM1-BOF01,2024-11-01 14:28,2024-11-01 17:27,2024-11-01 22:12,BM,ETC,0,N,MT-1018,MT-C,원인 미상
WO-2024-01741,P1-SP1-AGT01,2024-11-01 15:01,2024-11-10 15:46,2024-11-10 18:56,CBM,BRG,75,N,MT-1013,MT-C,구동측 베어링 발열
WO-2024-01742,P1-CR1-CRN01,2024-11-01 21:42,2024-11-02 01:58,2024-11-02 22:15,BM,,1216,N,MT-1006,MT-A,"1호기 재발, 현상 재현 안됨"
WO-2024-01743,P1-BF2-CAS01,2024-11-01 23:39,2024-11-02 00:53,2024-11-02 03:59,TBM,,185,N,MT-1002,MT-A,점검 이상없음
WO-2024-01744,P1-CR1-SPM01,2024-11-02 06:46,2024-11-02 08:10,2024-11-02 12:36,TBM,,235,N,MT-1020,MT-D,월간 점검 완료
WO-2024-01745,P1-BF1-HSV01,2024-11-02 14:49,2024-11-02 15:55,2024-11-02 17:27,TBM,,92,Y,MT-1023,MT-D,정기점검 - 이상없음
WO-2024-01746,P1-CR1-RCL01,2024-11-02 22:12,2024-11-03 00:02,2024-11-03 03:07,TBM,,0,N,MT-1007,MT-B,월간 점검 완료
WO-2024-01747,P1-CR1-WLD01,2024-11-02 22:49,2024-11-03 01:21,2024-11-03 05:24,TBM,,242,N,MT-1007,MT-B,정기점검 실시
WO-2024-01748,P1-SP1-IGF01,2024-11-03 07:46,2024-11-03 08:55,2024-11-03 12:01,TBM,,0,N,MT-1005,MT-A,"1호기 재발, 정기점검 실시"
WO-2024-01749,P1-SP2-CLR01,2024-11-03 07:58,2024-11-03 11:32,2024-11-03 17:33,BM,MAL,360,N,MT-1003,MT-A,"1호기 재발, 오작동 발생"
WO-2024-01750,P1-BF2-HSV01,2024-11-03 15:18,2024-11-03 17:24,2024-11-03 22:03,TBM,,0,N,MT-1001,MT-A,"1호기 재발, 순회점검 후속"
WO-2024-01751,P1-SP2-CRS01,2024-11-03 20:12,2024-11-03 20:26,2024-11-03 21:48,TBM,,0,N,MT-1017,MT-C,월간 점검 완료
WO-2024-01752,P1-SP2-AGT01-MTR,2024-11-03 21:03,2024-11-13 04:07,2024-11-13 13:34,CBM,ELE,567,N,MT-1016,MT-C,ELE 이상
WO-2024-01753,P1-SM1-BOF01,2024-11-04 02:03,2024-11-04 05:03,2024-11-04 09:03,BM,ELE,170,N,MT-1019,MT-D,"1호기 재발, 절연 저하"
WO-2024-01754,P1-SP1-EXF01,2024-11-03 22:52,2024-11-13 13:51,2024-11-13 17:18,CBM,,207,N,MT-1013,MT-C,확인 중
WO-2024-01755,P1-SP2-EXF01-MTR,2024-11-04 07:14,2024-11-04 08:09,2024-11-04 12:08,TBM,,238,N,MT-1008,MT-B,"1호기 재발, 정기점검 - 이상없음"
WO-2024-01756,P1-SP1-DCF02,2024-11-04 12:21,2024-11-04 14:47,2024-11-04 15:32,TBM,,30,N,MT-1009,MT-B,  점검 이상없음 
WO-2024-01757,P1-CC2-SEG01,2024-11-04 14:23,2024-11-04 15:43,2024-11-04 17:28,TBM,WER,104,Y,MT-1007,MT-B,표면 마모 확인
WO-2024-01758,P1-SP1-CRS01,2024-11-04 14:31,2024-11-04 18:30,2024-11-04 23:18,TBM,,195,Y,MT-1007,MT-B,  정기점검검 실시 
WO-2024-01759,P1-SM1-DCF01,2024-11-04 22:11,2024-11-13 18:53,2024-11-14 01:54,CBM,SEL,421,Y,MT-1021,MT-D,냉각수 누설
WO-2024-01760,P1-CR1-PMP03,2024-11-05 06:24,2024-11-05 06:54,2024-11-05 13:47,TBM,,0,N,MT-1018,MT-C,  수리기간 중 점검 
WO-2024-01761,P1-CR1-PMP01,2024-11-05 07:24,2024-11-05 08:38,2024-11-05 12:04,TBM,,206,N,MT-1017,MT-C,"1호기 재발, 정기수리 실시"
WO-2024-01762,P1-CR1-DCF01,2024-11-05 12:03,2024-11-05 13:43,2024-11-05 17:28,TBM,,225,N,MT-1016,MT-C,정기수리 부속작업
WO-2024-01763,P1-CR1-WLD01,2024-11-05 12:52,2024-11-05 13:57,2024-11-05 19:17,TBM,,225,N,MT-1014,MT-C,수리기간 중 점검
WO-2024-01764,P1-CR1-INS01,2024-11-05 12:54,2024-11-05 16:26,2024-11-05 20:46,TBM,,210,N,MT-1014,MT-C,
WO-2024-01765,P1-SP1-EXF01,2024-11-05 17:17,2024-11-05 22:09,2024-11-05 23:19,BM,UNB,25,N,MT-1013,MT-C,VIB 상승
WO-2024-01766,P1-SP1-MIX01,2024-11-05 22:14,2024-11-06 01:27,2024-11-06 02:35,TBM,MAL,0,N,MT-1003,MT-A,동작 불량
WO-2024-01767,P1-CC1-MLD01,2024-11-05 23:24,2024-11-06 01:43,2024-11-06 03:42,TBM,,119,N,MT-1003,MT-A,점검 이상없음
WO-2024-01768,P1-CR1-SPM01,2024-11-06 00:14,2024-11-06 01:12,2024-11-06 04:56,TBM,,223,N,MT-1012,MT-B,SD작업 수행
WO-2024-01769,P1-SP2-EXF01,2024-11-06 06:17,2024-11-06 10:33,2024-11-06 11:11,BM,ELE,37,N,MT-1019,MT-D,절연 저하
WO-2024-01770,P1-BF1-PCI01,2024-11-06 06:33,2024-11-06 08:38,2024-11-06 09:45,TBM,,66,N,MT-1021,MT-D,
WO-2024-01771,P1-CC1-LDT01,2024-11-06 07:05,2024-11-06 10:43,2024-11-06 12:33,TBM,,50,N,MT-1021,MT-D,계획 점검 수행
WO-2024-01772,P1-CR1-WLD01,2024-11-06 07:08,2024-11-06 07:53,2024-11-06 11:18,TBM,,204,N,MT-1024,MT-D,수리기간 중 점검
WO-2024-01773,P1-CR1-SPM01,2024-11-06 07:09,2024-11-06 10:22,2024-11-06 14:56,TBM,,274,N,MT-1022,MT-D,정기수리 실시
WO-2024-01774,P1-CR1-PMP02,2024-11-06 07:12,2024-11-06 07:47,2024-11-06 13:47,TBM,,0,N,MT-1019,MT-D,정기수리 부속작업
WO-2024-01775,P1-CR1-CAL01,2024-11-06 07:49,2024-11-06 10:40,2024-11-06 12:23,TBM,,85,N,MT-1020,MT-D,정기수리 실시
WO-2024-01776,P1-CC1-SEG03,2024-11-06 08:04,2024-11-06 10:14,2024-11-06 13:38,BM,LUB,204,N,MT-1024,MT-D,급유 불량
WO-2024-01777,P1-SM1-RHD01,2024-11-06 09:02,2024-11-06 13:44,2024-11-07 08:09,BM,LUB,1105,N,MT-1021,MT-D,윤활유 누유
WO-2024-01778,P1-SP2-IGF01,2024-11-06 09:56,2024-11-06 12:02,2024-11-06 15:52,BM,ETC,230,N,MT-1019,MT-D,"1호기 재발, 재점검 필요"
WO-2024-01779,P1-CR1-TCM01,2024-11-06 14:48,2024-11-06 18:25,2024-11-06 20:06,TBM,,101,N,MT-1021,MT-D,SD작업 수행
WO-2024-01780,P1-CR1-RCL01,2024-11-06 22:05,2024-11-07 01:01,2024-11-07 06:34,TBM,,332,N,MT-1010,MT-B,SD작업 수행
WO-2024-01781,P1-CR1-RCL01,2024-11-06 22:49,2024-11-06 23:45,2024-11-07 01:37,TBM,,112,N,MT-1010,MT-B,
WO-2024-01782,P1-SM1-CRN02,2024-11-06 22:56,2024-11-07 01:04,2024-11-07 03:28,TBM,,0,N,MT-1011,MT-B,순회점검 후속
WO-2024-01783,P1-SP1-EXF01,2024-11-06 23:00,2024-11-07 02:09,2024-11-07 05:24,TBM,,0,N,MT-1010,MT-B,정기점검 실시
WO-2024-01784,P1-CR1-DCF01,2024-11-06 23:24,2024-11-07 01:20,2024-11-07 04:10,TBM,,0,N,MT-1009,MT-B,"1호기 재발, 정기수리 부속작업"
WO-2024-01785,P1-BF2-PCI01,2024-11-06 23:34,2024-11-07 02:08,2024-11-07 05:51,TBM,,130,N,MT-1011,MT-B,TBM 점검
WO-2024-01786,P1-CR1-TCM01,2024-11-06 23:35,2024-11-07 02:17,2024-11-07 07:03,TBM,,0,N,MT-1007,MT-B,"1호기 재발, 계획 점검 수행"
WO-2024-01787,P1-CR1-DCF01,2024-11-06 23:36,2024-11-07 02:10,2024-11-07 06:41,TBM,,271,N,MT-1009,MT-B,
WO-2024-01788,P1-CC2-SEG03,2024-11-06 23:51,2024-11-07 02:39,2024-11-07 07:15,TBM,,275,N,MT-1012,MT-B,
WO-2024-01789,P1-CR1-SPM01-MTR,2024-11-07 00:52,2024-11-07 01:53,2024-11-07 06:07,TBM,,110,N,MT-1017,MT-C,SD작업 수행
WO-2024-01790,P1-CR1-SPM01,2024-11-07 04:24,2024-11-07 08:13,2024-11-07 10:35,TBM,,0,N,MT-1014,MT-C,"1호기 재발, 정기수리 부속작업"
WO-2024-01791,P1-CR1-PMP03,2024-11-07 07:09,2024-11-07 09:24,2024-11-07 13:37,TBM,,0,N,MT-1003,MT-A,SD작업 수행
WO-2024-01792,P1-BF1-BLW01,2024-11-07 07:48,2024-11-07 09:30,2024-11-07 10:36,TBM,,55,N,MT-1004,MT-A,월간 점검 완료
WO-2024-01793,P1-SP1-AGT01-MTR,2024-11-07 07:53,2024-11-07 13:01,2024-11-07 16:53,BM,LUB,231,Y,MT-1005,MT-A,윤활유 누유
WO-2024-01794,P1-CR1-CAL01,2024-11-07 09:20,2024-11-07 12:53,2024-11-07 14:14,TBM,,45,N,MT-1006,MT-A,정기수리 부속작업
WO-2024-01795,P1-CR1-DCF01,2024-11-07 14:18,2024-11-07 15:33,2024-11-07 22:48,TBM,,260,N,MT-1004,MT-A,수리기간 중 점검
WO-2024-01796,P1-SP2-MIX02,2024-11-07 14:51,2024-11-07 20:07,2024-11-08 05:03,BM,BRG,410,N,MT-1001,MT-A,구동측 베어링 발열
WO-2024-01797,P1-CR1-CRN01,2024-11-07 14:54,2024-11-07 17:44,2024-11-07 21:48,TBM,,244,N,MT-1006,MT-A,
WO-2024-01798,P1-BF1-BFR01,2024-11-07 22:37,2024-11-08 04:04,2024-11-08 05:31,BM,ELE,87,N,MT-1016,MT-C,
WO-2024-01799,P1-CR1-TCM01,2024-11-08 03:40,2024-11-08 07:20,2024-11-08 14:45,TBM,,444,N,MT-1024,MT-D,SD작업 수행
WO-2024-01800,P1-CR1-PMP02,2024-11-08 03:45,2024-11-08 06:29,2024-11-08 11:04,TBM,,120,N,MT-1021,MT-D,
WO-2024-01801,P1-BF2-CAS01,2024-11-08 06:05,2024-11-08 10:38,2024-11-08 23:51,BM,ETC,640,N,MT-1011,MT-B,"1호기 재발, 원인 미상"
WO-2024-01802,P1-CR1-SPM01-MTR,2024-11-08 06:19,2024-11-08 09:42,2024-11-08 12:58,TBM,,195,N,MT-1012,MT-B,SD작업 수행
WO-2024-01803,P1-CC1-TUN01,2024-11-08 06:19,2024-11-08 10:56,2024-11-08 13:41,BM,WER,164,Y,MT-1009,MT-B,
WO-2024-01804,P1-CR1-CRN01,2024-11-08 07:01,2024-11-08 09:39,2024-11-08 14:29,TBM,,290,N,MT-1012,MT-B,
WO-2024-01805,P1-CR1-DCF01,2024-11-08 07:25,2024-11-08 09:21,2024-11-08 12:51,TBM,,0,N,MT-1009,MT-B,수리기간 중 점검
WO-2024-01806,P1-CR1-FAN02,2024-11-08 07:42,2024-11-08 09:00,2024-11-08 14:28,TBM,,0,N,MT-1007,MT-B,수리기간 중 점검
WO-2024-01807,P1-CR1-PMP02,2024-11-08 12:47,2024-11-08 14:08,2024-11-08 19:29,TBM,,215,N,MT-1007,MT-B,정기수리 실시
WO-2024-01808,P1-BF2-HSV02,2024-11-08 14:47,2024-11-08 17:28,2024-11-08 19:34,TBM,,126,N,MT-1011,MT-B,점검 이상없음
WO-2024-01809,P1-CC2-SEG02,2024-11-08 14:24,2024-11-08 16:56,2024-11-08 19:46,TBM,,0,N,MT-1008,MT-B,
WO-2024-01810,P1-CC1-SEG04,2024-11-08 14:56,2024-11-08 17:36,2024-11-08 21:04,TBM,,208,N,MT-1009,MT-B,정기점검 실시
WO-2024-01811,P1-CR1-FAN01,2024-11-08 15:19,2024-11-08 16:41,2024-11-09 00:41,TBM,,0,N,MT-1008,MT-B,"1호기 재발, 정기수리 부속작업"
WO-2024-01812,P1-CC2-SEG04,2024-11-08 15:36,2024-11-08 15:57,2024-11-08 21:45,BM,WER,347,N,MT-1012,MT-B,  마모량 초과 
WO-2024-01813,P1-CR1-WLD01,2024-11-08 21:50,2024-11-08 23:05,2024-11-09 06:00,TBM,,350,N,MT-1022,MT-D,
WO-2024-01814,P1-CR1-FAN01,2024-11-08 22:25,2024-11-09 01:14,2024-11-09 06:57,TBM,,0,N,MT-1020,MT-D,정기수리 부속작업
WO-2024-01815,P1-CR1-FAN02,2024-11-08 23:17,2024-11-08 23:50,2024-11-09 01:37,TBM,,107,N,MT-1023,MT-D,정기수리 부속작업
WO-2024-01816,P1-CR1-PMP03,2024-11-08 23:32,2024-11-09 03:02,2024-11-09 09:08,TBM,,365,N,MT-1022,MT-D,수리기간 중 점검
WO-2024-01817,P1-CR1-PKL01,2024-11-08 23:33,2024-11-09 02:10,2024-11-09 05:27,TBM,,130,N,MT-1023,MT-D,정기수리 부속작업
WO-2024-01818,P1-CR1-PMP03,2024-11-08 23:46,2024-11-09 03:40,2024-11-09 05:42,TBM,,122,N,MT-1022,MT-D,정기수리 실시
WO-2024-01819,P1-CR1-SPM01,2024-11-09 00:39,2024-11-09 01:53,2024-11-09 07:04,TBM,,230,N,MT-1001,MT-A,정기수리 부속작업
WO-2024-01820,P1-BF1-HSV02,2024-11-09 03:01,2024-11-09 06:12,2024-11-10 01:06,BM,WER,1133,N,MT-1006,MT-A,"2호기 재발, WEAR 확인"
WO-2024-01821,P1-SP1-EXF01-MTR,2024-11-09 02:02,2024-11-09 05:08,2024-11-09 09:29,TBM,,175,N,MT-1001,MT-A,TBM 점검
WO-2024-01822,P1-CR1-PKL01,2024-11-09 03:02,2024-11-09 03:23,2024-11-09 07:15,TBM,,232,N,MT-1002,MT-A,
WO-2024-01823,P1-CR1-CAL01,2024-11-09 06:05,2024-11-09 09:58,2024-11-09 13:02,TBM,,70,N,MT-1014,MT-C,"1호기 재발, 정기수리 실시"
WO-2024-01824,P1-CC2-INS01,2024-11-09 06:30,2024-11-09 08:55,2024-11-09 15:05,BM,SEL,370,N,MT-1016,MT-C,"1호기 재발, 냉각수 누설"
WO-2024-01825,P1-CC1-SEG02,2024-11-09 07:22,2024-11-09 09:21,2024-11-09 12:45,TBM,SEL,203,N,MT-1017,MT-C,
WO-2024-01826,P1-CR1-CAL01,2024-11-09 07:39,2024-11-09 11:15,2024-11-09 18:20,TBM,,425,N,MT-1017,MT-C,수리기간 중 점검
WO-2024-01827,P1-SP2-IGF01,2024-11-09 15:58,2024-11-09 18:01,2024-11-10 01:06,BM,ELE,424,N,MT-1018,MT-C,전류 불안정
WO-2024-01828,P1-CR1-INS01,2024-11-09 19:37,2024-11-09 19:43,2024-11-10 01:07,TBM,,0,N,MT-1005,MT-A,  SD작업 수행 
WO-2024-01829,P1-CR1-FAN01,2024-11-09 21:21,2024-11-10 01:10,2024-11-10 06:12,TBM,,215,N,MT-1002,MT-A,정기수리 부속작업
WO-2024-01830,P1-CR1-PMP02,2024-11-10 02:24,2024-11-10 03:27,2024-11-10 10:45,TBM,,145,N,MT-1012,MT-B,"2호기 재발, 정기수리 실시"
WO-2024-01831,P1-BF1-HSV02,2024-11-10 02:33,2024-11-10 02:35,2024-11-10 04:47,TBM,,0,Y,MT-1012,MT-B,"2호기 재발, 정기점검 - 이상없음"
WO-2024-01832,P1-CR1-WLD01,2024-11-10 03:53,2024-11-10 06:58,2024-11-10 10:31,TBM,,70,N,MT-1008,MT-B,SD작업 수행
WO-2024-01833,P1-CR1-WLD01,2024-11-10 06:25,2024-11-10 07:06,2024-11-10 08:12,TBM,,60,N,MT-1022,MT-D,SD작업 수행
WO-2024-01834,P1-CR1-CAL01,2024-11-10 07:00,2024-11-10 10:40,2024-11-10 12:52,TBM,,131,N,MT-1023,MT-D,정기수리 부속작업
WO-2024-01835,P1-SP2-AGT01-MTR,2024-11-10 07:29,2024-11-10 10:30,2024-11-10 15:00,TBM,,220,N,MT-1020,MT-D,순회점검 후속
WO-2024-01836,P1-CR1-SPM01,2024-11-10 07:39,2024-11-10 11:09,2024-11-10 13:00,TBM,,110,N,MT-1019,MT-D,SD작업 수행
WO-2024-01837,P1-CR1-CRN01,2024-11-10 07:51,2024-11-10 08:28,2024-11-10 14:42,TBM,,0,N,MT-1024,MT-D,수리기간 중 점검
WO-2024-01838,P1-CR1-FAN02,2024-11-10 14:20,2024-11-10 17:41,2024-11-10 19:50,TBM,BRG,80,N,MT-1024,MT-D,이상음 발생
WO-2024-01839,P1-CR1-PMP01,2024-11-10 15:50,2024-11-10 18:21,2024-11-10 22:50,TBM,LUB,0,N,MT-1024,MT-D,"  1호기 재발, 급유 불량 "
WO-2024-01840,P1-SP2-EXF01,2024-11-10 16:46,2024-11-19 08:51,2024-11-19 17:24,CBM,MAL,513,N,MT-1021,MT-D,
WO-2024-01841,P1-CR1-CRN01,2024-11-10 21:34,2024-11-11 00:17,2024-11-11 03:17,TBM,,180,N,MT-1009,MT-B,SD작업 수행
WO-2024-01842,P1-SM1-CRN01,2024-11-10 22:33,2024-11-10 23:11,2024-11-11 06:44,BM,LUB,0,Y,MT-1007,MT-B,누유 확인
WO-2024-01843,P1-CR1-FAN01,2024-11-10 23:31,2024-11-11 00:41,2024-11-11 06:08,TBM,,327,N,MT-1010,MT-B,"1호기 재발, SD작업 수행"
WO-2024-01844,P1-CC1-MLD01,2024-11-11 03:12,2024-11-11 04:54,2024-11-11 10:58,BM,WER,364,N,MT-1015,MT-C,
WO-2024-01845,P1-CR1-PMP02,2024-11-11 06:00,2024-11-11 08:31,2024-11-11 09:25,TBM,,54,N,MT-1004,MT-A,계획 점검 수행
WO-2024-01846,P1-BF1-HSV01,2024-11-11 06:51,2024-11-11 12:03,2024-11-11 17:29,BM,WER,326,N,MT-1001,MT-A,"1호기 재발, WEAR 확인"
WO-2024-01847,P1-SP2-CLR01,2024-11-11 15:38,2024-11-11 19:15,2024-11-11 21:12,TBM,,50,N,MT-1004,MT-A,정기점검 실시
WO-2024-01848,P1-CC1-MLD01,2024-11-11 23:22,2024-11-12 04:22,2024-11-12 15:00,BM,SEL,638,N,MT-1014,MT-C,씰 누수
WO-2024-01849,P1-SP1-AGT01,2024-11-12 04:24,2024-11-12 05:34,2024-11-12 10:04,TBM,,269,Y,MT-1022,MT-D,점검 이상없음
WO-2024-01850,P1-SP2-IGF01,2024-11-12 05:35,2024-11-12 07:24,2024-11-12 10:43,TBM,,0,Y,MT-1021,MT-D,정기점검 - 이상없음
WO-2024-01851,P1-SM1-CRN01,2024-11-12 06:44,2024-11-12 10:01,2024-11-12 13:04,TBM,,183,N,MT-1009,MT-B,"1호기 재발, 월간 점검 완료"
WO-2024-01852,P1-CR1-PMP03,2024-11-12 13:45,2024-11-12 16:10,2024-11-12 20:11,TBM,,0,N,MT-1010,MT-B,TBM 점검
WO-2024-01853,P1-SP2-SNM01,2024-11-12 14:25,2024-11-12 16:12,2024-11-12 19:35,TBM,,0,Y,MT-1010,MT-B,정기점검검 실시
WO-2024-01854,P1-CR1-CAL01,2024-11-12 15:00,2024-11-13 08:54,2024-11-13 12:44,CBM,WER,190,N,MT-1007,MT-B,마모량 초과
WO-2024-01855,P1-CC2-INS01,2024-11-12 15:44,2024-11-12 17:52,2024-11-12 23:33,BM,SEL,0,N,MT-1007,MT-B,누수 발생
WO-2024-01856,P1-CC1-PMP01,2024-11-12 23:08,2024-11-13 02:08,2024-11-13 04:37,BM,ETC,149,N,MT-1019,MT-D,"1호기 재발, 원인 미상"
WO-2024-01857,P1-CC2-MLD01,2024-11-13 06:10,2024-11-13 08:54,2024-11-13 12:49,TBM,,0,N,MT-1015,MT-C,월간 점검 완료
WO-2024-01858,P1-SP1-SNM01,2024-11-13 06:47,2024-11-13 07:53,2024-11-13 11:14,TBM,,200,N,MT-1013,MT-C,계획 점검 수행
WO-2024-01859,P1-CR1-CAL01,2024-11-13 07:13,2024-11-13 07:40,2024-11-13 09:35,TBM,,115,N,MT-1014,MT-C,계획 점검 수행
WO-2024-01860,P1-BF1-HSV03,2024-11-13 07:56,2024-11-13 11:34,2024-11-13 14:27,TBM,,172,N,MT-1015,MT-C,월간 점검 완료
WO-2024-01861,P1-CC2-INS01,2024-11-13 10:26,2024-11-13 12:56,2024-11-13 15:28,TBM,,0,N,MT-1015,MT-C,월간 점검 완료
